id,text,score,score2
4379,"There is many different topics that could be offensive, @CAPS5 just depends on the person's own personal judgement. In my opinion I do not believe that materials should be removed because not everyone has the same view or opinons. If someone comes from a different country or evern a different religion, topics like abortion and racism are going to be viewed very differently. I think having a variety of topics will help expand different thoughts and make the readers of the material see things in a different way.      When I am older and if one of my elementary children was to bring home a book over abortion, I would be concerned. Honestly though, I do not believe schools would let inapropriate topics for younger childeren read books like that. @CAPS5 is a little bit different with a @CAPS1 @CAPS2 student though. Their maturity level is going to be mature enough to handle the material and I do not think @CAPS5 is right for schools to remove something that could actually help someone.      In the book, 'A @CAPS3 @CAPS4 @CAPS5', there is a lot of detailed events that happen. Some might say @CAPS5 is too graphic for children but the reality of @CAPS5 is, events like those happen in today's society. @CAPS5 really opened up my eyes and I am extremely happy I read @CAPS5. The realization actually made me want to help those children who grow up in homes like the one described in the book. I believe @CAPS5 had the same effect on other people too and some children might even grow up to help others in that horrible situation.      Libraries should be able to have a variety of different books. I am not saying however that they should have books on murder and saying @CAPS5 is alright but books that will help expand the children's minds. @CAPS5 could even change their lives. Some books are a sensitvie topic but who has the right to tell someone something they should believe? @CAPS5 would mean more to someone if they found their own way and beliefs then having people tell them what they should and should not do or believe in.      I have also read a book recently titled, '@CAPS6', @CAPS5 is about the government granting the ability to @CAPS6 your children and then the body parts will go to those in need. @CAPS5 is sort of cruel in one way but the topic the author is trying to get across is not. A quote from the book is, 'On one side you have people killing abortion doctors for the right of life and on the other you have people getting pregnant just to sell their fetal tissue'. @CAPS5 states that everywhere you go people are going to disagree and agree on things but not everyone will believe in the same thing. @CAPS5 shows that just because one person thinks one way is right does not mean another will. The book changed my perspective on many different topics and helped me open my eyes on different views.      Racism, abortion, @CAPS3 abuse, unwinding your children, what ever the case @MONTH1 be, some people will support @CAPS5 and some will not. I think @CAPS5 is time for children around the world to discover for themselves what they truely believe in and taking 'offensive' material from @CAPS2 libraries is not going to help any. My opinion on this topic is strongly advising to leave the material alone because for there to be a book about @CAPS5, the author had to have had a reason to write @CAPS5 and honestly, what is better for the future then a generation of children grounded to their own true beliefs",4,4
4389,"I think that no source of knowledge should taken off any shelf in any librairy because a few people think it's offensive. In my own personal opinion someone could find a book offensive and another person could think it is reasonable. People can't make the judgment to say this is offensive to me so therefore it's offensive to everyone who reads it. Some of the best books on our shevles are the ones that @MONTH1 be offensive.     Some books are racist; Of @CAPS1 and @CAPS2 for example has some racist and sexist comments and remarks. If everyone got mad about that then a very good book wouldn't be read by the people who are going to run the country when i'm older. I know that all the older books would be gone to and then no one would know about what happened in the @NUM1's. Also some of the @ORGANIZATION1 shows people watch are ten times worse then the books people read,if you find a book offensive don't read it!     When i hear about a book being offensive it makes me want to read it. It gives the book charactor and makes it humorouse. We can't just have the same old books talking about the same old things because that gets boring after a while. Sometimes from thoughs books you even learn something about your self that makes you wonder if i didn't read this book would i still have found this out. Sometimes it brings out the best in people and thats the best part about reading a book like that.     Libraries are a place to go and look at all the books you could ever think of reading and no one should be able to take that away from people. I want my kids to be able to have the same options that i had growing up plus all the new books coming out. If you ask me it's just not right to take away someone elses choice of knowledge. Thats my personal opinion on taking books off the shelves of public libraries.",4,4
3504,"I think they should remeove it if the publick thinks its offensive. I think it should be that way about every thing. If something is offending you then you should say something about it. Im not saying that it will be takin care of all the time but you might get lucky and someone might fix it so your not offened all the time.      Growing up at home dad would always tell me if I didn't like something then don't do it, unless it was somethin that had to be done then I would have to do it. So when something happens that I don't like, I either change my ways or I aviode whatever it is. I rairly change my ways though. Some times that is a bad thing though, but who hasn't mad a mistake or two?      This is really hard for me to right about beacuse I don't care what other people think. So I really don't get offened. I do know some people the get offened easy though. I try to stay away from them beacuse you have to watch what you say all the time. To me thats no fun, I mean come on dude you have to be able to take a joke. If more people were easy going then I wouldn't be writing this essa. I bet there would be a lot less droma to but I dont know.     If you know of a book, movie, anything that will or might offened you, just dont read it again. It might not offened the next reader. They might really like the book or whatever it is. All you have to do is stay away from what ever it is that is bothering you. After a wile you will forget about it. I guess if it really really bothered you, and there was a lot more people that felt the same way about the same thing then yes remove it. If there is only a hand full of people saying they are offened then I would just tell them sorry but more people like it better so it will stay.",4,4
4692,"Is there a song that your parents wouldn't let you listen to when you were a child? When you sang this song did they yell at you and ground you because they had told you many times before that you weren't allowed to listen to it? How about a movie that you wanted to go watch because it was what everyone was talking about but it was rated @CAPS1 so you weren't allowed to watch it. That book on that shelf that you accidentally ran into while doing a research project. Containing inappropriate language and terms. There is much media and books that are out there that parents wouldn't want their children to read. But over all there is the government who censors things going on around the world. Censoring can have good and bad qualities.     In my experience I've noticed that people that know less tend to be more happy than people who know more. But if you are able to read and or watch these censored materials you would see the idea from a certain point of view, and maybe agree with the person. Most news is about things that are bad, rarely any good news comes around. For example if something were to happen in @LOCATION1, where thousands of people were being used to test if lions liked to eat humans, the government would censor the news to the people in their country due to any reason. If there was movie that was made that was racist against @CAPS2 people the government would probably censor it. Things that look bad tend to be censored.     I've noticed that people who read censored material feel special because they read or saw something that wasn't supposed to be known by the rest of the population. A lot more freedom of speech would occur if censored material wasn't censored. People also tend to become mad when they find out that material is being censored because they feel like something is being hidden for them, could be valuable information.     In reading I have noticed that societies that practice censorship tend to have angry citizens. But in the other hand if they believe that it's for the good of the society then they accept the fact that it's not good for them. People also want to be given the right to make their own decisons. In a censored civilizaton they have no idea what is going on outside their borders and are usually clueless or being lied to by their government.     Censorship can have good and bad qualities. People tend to be offended when material is censored, but it's probably for the best for them. Hidden information could be good and bad but mostly bad, most people want to know the truth rather than a lie. Censorship is just bad in general, people should have the right to make their own decisions on what they want to read or watch.",4,4
4423,"I think what ever is offensive should be taken off of the shelf because it is inoproperate. Books do not need to be like that because they are supposed to be fun for you and help you learn, yes you can have a little violence in an action/adventure book to get the mood of the character, setting of the story, and to understand it perhaps.     Offensive books can be okay at times, so if you have a comedy magazine, or book that is making fun of something or someone, it can be taken in a offensive way, or just a joke, and a none offensive way.     To most people they are going to want to take those kinds of books off of the shelf. Offensive books to them, such as parents or maybe even friends, they can teach a child wrong, and that child @MONTH1 not learn the right way. Kids when they are little, their brains are like sponges, so they learn, and remember stuff well at that age. A child getting a hold of a book or being tought something from a book like that will most likley remember it.     I think those kinds of books should be taken off of the shelf because, kids dont need to be reading that kind of stuff when its allready on television, and talked about. They need the edicational books that can teach them, and prepare them for their uppcoming higher grade levels, so then they would have a fresh start on new words or grammer.",2,3
4271,"My views on censorship are strong. I think that if a book, movie, ect. is descriminating towards one or more groups of people then I think that people should have the right to atleast have a say in wether it should be on the shelves of a library or not. Although books could be descriminating too, if the book it about something that has happened in the past and is the past of our country, then I think that people should also have a say in keeping it on the shelves.           If these materials are using offensive language or actions to harm or discriminate against that race then they should be taken off of the shelves. If they are part of the history of the world or of our country, then I think that they should be left there for future generations to learn about it and to know that these things happened. Most materials dont try to discriminate any race, and if they did, then I don't think it would be in the library in the first place.      For me, censorship could go both ways. It really just depends on the stuation and the material. Someone could have an opinion that it is offensive, but that doesnt mean that is a fact. If the book is popular in the library and a lot of people like to come in and read it, then I don't think I would remove the book. People view offensive writing and actions differently from one another. So, I think it depends on the situation.           If I was a parent these days, I would let my child read one of these so called offensive books if it was part of the past for our country. My attentions for letting him read it are for all the right reasons. I dont attend to let him read it so that he can act upon the things told about in the book. I would let him read it to learn about the past. I think it is a positive thing for children to know about the past.      So, in my perspective, censorship depends on the situation and the material. These are only my views on the topic, and also these statements are my opinion. So I can't really say if I am for censorship or not.",4,4
4275,"Imagine, you go into your favorite library and you go to grab your favorite book or movie and its not there. The librarian says the book was removed from all public libraries because it was found offensive.      Would this not get on your nerves? Especially if you had read the book yourself and found nothing wrong with it? Sure, there are some books that children should not be allowed to see due to offensive material; but why remove them completely? There are plenty of alternet solutions that could please everyone. Such as having a section only adults are allowed into, having a seperate public place for adults to get the books, movies, ect; and having signed permission from a parent or guardian saying their child could check out certain items.      The first solution is to have certain offensive material under lock and key from the public. If only the librarian had access to this material a child could not simply walk in and borrow what he, or she deems fit. The librarian would be the only one allowed to judge if the person, child or adult, could see this section of the librairy.     Next, there could be a totally separate building for the offensive material. Only people over @NUM1 would be let in and you would have to an i.d and a librairy card to get in. This would assure that no one uinderage could recieve or take anything that was deemed unfit.      My last solution is to have signed permission for anyone underage. When the child comes to get a librairy card the parent must be present and fill out an application saying what the child can and cannot check out.      I do not believe that books, movies, music, ect; should be removed from shelves. This directly goes against the first ammendment, free speech. If a person can say what someone else can or cannot read, see, or listen to whats to stop them from taking every @CAPS1 given right we have? Whats to stop them from censoring everything we write and say? Would you want to live in a world like that? I would most certainly not! However, I also believe that certain age groups should not be allowed to have access to certain material. I believe these are good altercations to prevent this from happening if only we take the steps to accomplish them",4,4
3637,"Should we have the right to be able to remove materials from shelves if they are found offensive? I believe that we should not have the right to be able to do this. I believe that if we had the right there would be no materials left for future children to read. A big thing to consider when you think about this right, is even though our materials speak of discrimination, or use a word that someone might find offensive, or even if we did not like the book, movie or magazine and thought that it was a waist of space. We should never have the right to be able to remove these materials.     I know of several people that think the harmless childs first book is trying to discriminate someone, or a race of people. There are books out there that are discriminating certain races of people, or informing us of a time when people were discriminated against. If we would have the right to remove these materials, all of them would eventualy be gone. Our future children wouldnt know that the event even happened or if they did half of their information would more than likely be wrong, since over years people would probably change the story to a version that they wanted their child to think.     If someone found one single word in the book or even a movie that they thought was offensive then they would have the right to remove the material from another persons view. If someone found a curse word in the material that they found offensive, or if they just find the idea of using curse words offensive they would be able have the material removed and that would mean that thousands of good books and movies would disappear for a word that one person did not like.     Some people might find them to be a waist of space and just remove it, if they did not like the book, movie, music or magazine. There are some people out there that like to read or listen to them and @MONTH1 find some of the them that we cant stand to look at, good or entertaining. Some people do not like a book by its size or by how big or small the words are. These arent ways to judge a book.     I think that nobody should have the right to remove a book, movie, music, or magazine from the shelf. We all should keep these materials as a reference to future generations. Past people in the world have destroyed materials that they didnt like, now we will never know what they were about or even trying to tell us. There is no reason to remove a material just for the oppinion of one person or even the oppinion a a group of people.",4,4
4515,"I agree with Katherine's statement, but to a certain extent. If a book or magazine has cursing or anything offensive in it, then a student should take it to the librarian and let him/her know they are offended by it. Especially if it's in a middle school or elementary school.      Of course there's going to be a book or movie or magazine that has something inappropriate in it. One day my friend and I were in the library looking for a book to read, and that's when I first discovered the @CAPS1 series. But as I got into the books, the more mature they got. In the last book, @ORGANIZATION1, it has a lot of profanity in it. But that doesn't mean I'm not mature enough to not know what it means. Same with any other high school student. But you can't protect your children from everything. Not even curse words.     So if you see a book at a local library that is absolutely filled with offensive things, and you decide you want it removed, just take it to your librarian and comfront him/her. I'm sure they'll understand. Or maybe they won't, and they'll wait to see if anyone else will want it removed. My point is, you can't always protect your children from violent words or movies, or magazines. But you can always stand your ground and try",3,3
4676,"OFFENSIVE BOOKS !!!   Did you ever think about why students read what they are ready now? They read books about sex , guns , and many more because they think its exciting well guess what its not! The author's who make them type of books want you to buy them because they want their money , but they never think about the kids. Kids would read anything now because of those kind of things.       I think that books like that should be removed because you dont want    your child to grow up reading those type of books then when they have kid  they wouldnt want the same. Many parents dont care what they chidren      read as long as they reading its fine with them , its not fine its very wrong and I wouldnt expect a great writer to use bad language also they think its okay to do that! Thats why kids act the way they do now is because of books , movies etc.      I think they should really stop making those books or have their own stores to where like adults can go buy those books or whatever books they want. I dont think kids would want to read those type of books anyway because they dont want to learn that stuff but some of them do and i dont think thats right at all. Thats why kids should read a very good book and dont judge a book by its cover !@NUM1",3,3
3663,I dont think there should be any censorship good books and music shouldint be removed just becaus one person finds it offensive. Becaus the opinion's of one @MONTH1 be diffrent with another.I beleave music is cencord the most becaus  not many people get offendid by books but censorship in music i think is destroying it.Becaus its an artists way of expresion and if people dont wana listen to what there saying then they should just not listen to it.Books i think shouldint be taken offensivly forthe same reason music shouldint its a writers oppinion and expresion its like telling someone they cant voice there oppinion on anything like racesim or use curse words if they want.,2,2
3051,"The library is a pathway to knowledge, which branches to many different cultural roads. It has expanded from just a place of books to a building which also houses music, movies, magazines, and other forms of media. But, there begs the question if certain materials should be excluded if they deemed to be offensive. There are many ways to approach this question.     Is censorship an answer to offensive materials or an answer to what is not 'politically correct'? Often, people will claim certain work to be unjust without understanding the viewpoint of the supposed victim. It is quite ironic that the people with the power - who stand up for offended parties - often do not understand them more than the creator of the work.      Another reason for censorship is to protect children from unwanted material, which is very understandable. But, where in the process do parents have control of what exactly they want their children to access. I believe it is the resposiblity of the parent to determine such restrictions. If a parent gives a child unlimited access to material at a library, then the child should be able to explore wherever their curiosity takes them. If the parent chooses to limit access, then they should be active in the process of selection. It is the right of the individuals who birthed and raise these kids to determine how they are guided.     I myself am a musician, which is no more artistic in a sense than any other creator, such as an author. My creations are expressions that I give for world to enjoy and think about. To remove the work of an author in a library is to damage his ability to spread his thoughts. Of course, there are other outlets to acquire books, but the library is one of the greatest outlets.     There are a couple complications that will arise in censorship on libraries. What guidlines do you have in determing excluding the offensive materials? If a material offends one person, is that sufficient enough to exclude it, or do you need a larger group? It is unrealistic to always get a complete consensus of a group's opinion, so how do you determine whats offensive and whats not.            In all, I believe that everybody should have the ability acquire whatever material they want from a library. It is an institution that is allows one to go places that they will never go and live lives they never will live. Its ability to do such should not be compromised.",4,4
3602,"I believe there should not be censorship in libraries, because if some needs to read a book about somthing and the library does not have it beacuse they do not believe or like what the book as to say it makes the reader not know what actually.     The very first reason in believe there should not be any censorship in librarys is beacuse a lot of student go there to study about papers.So if the library does not have the book that a student is looking for the library is failing its maine purpose.           The sencond reason is that if the person in chage of the library does not like a book that does not mean he or she has to read the book books are ment for any one and everyone to read.      Then the third  is that a library is ment to have books so people can read them so if the owner takes the book out and some need that one book and the person can not get the information that they neeed out of that one bookthe library is faling its maine purpose.     The fourth reason is that alot of people read books to read about something and just beacuse he or she does not like what the book has to say does not give them the right to take the book.      Those are the three mane reasons i think librays should not have censorship. The owner of the library should have any book possibel and should not shose to not put a book in it beacuse he ore she does not like what the book says.",3,3
4506,"Censorship in libraries has been a major concern in school systems for many years. In many school libraries certain books, music, movies, and magazines have been removed because of the content in them. These items can be removed for these common types of content wich include, use of violence, sexual acts, drug use, and inapropriate language. Many parents of young kids are always wondering what their kids are doing at school. Most parents would not want to find out that their kids are being introduced to such things at a young age, because it could influence them to participate in these activities.     In my opinion I do believe that certain material in school libraries should be removed but not in public libraries because a public library can be divided into sections depending on age groups. Inn elementry and middle school libraries, items should be censored because young students do not need to be introduced to things that are inapropriate or violent in anyway. In a school environment kids should only be introduced to drug use, and sexual activity through some sort of health class because there is where they will learn the true facts and it would be more educational for them, rather than hearing about drugs, sex, and violence in a song or seeing some form of it in a movie.     Many kids watch movies that have very violent, and inapropriate scenes, and some of the songs in the world today are exstreamly inapropriate for young kids. Their are also many books and magazines that should not be read by young students at school because of the content in them, this is why I do believe that censorship in libraries is a great thing.",3,3
4684,"People in this common era have different appproaches to the idea of libraries.  Some view the library as a place to go and learn and to express yourself and be free.  Others believe it to be a place where there is danger for minors and can be very innapropriate.  These two opinions can cause an intriguing argument.     People go to the library because they want to either get away, or just to be free and grab a nice book.  There are many books to choose from, but you need to be careful while browsing.  some books, although good, can be innapropriate to some ages, and that's when controversy spills.  Parents think the library is encouraging the check-out of innapropriate books, but this isn't all that true.  It's all about the placement of books, and that's what most librarians will tell you.  They didn't encourage the kid to check it out, but they have every right to.  It is also unknown that what is offensive to one person, might bring joy to another person maybe of a different race or ethnic background.     I think that these so-called offensive books or magazines that parents complain about, should not be removed from libraries.  There is a reason those books are there and they are not put up there to be offensive; so why take them down?  I think a way we can monitor these kids to stay away from books their parents believe can be harmful to them is by making a rule stating that a child must be present with an adult in certain sections.  This will not only stop the fact that kids checkout books much innapropriate for them, but it might also make the parents stop complaining and the controversy will end.          People need to stop looking at the library as a place that brings negativity, but as a place for giving children joy.  Remember, it was built for those who enjoy reading and so people can have a place to do so.  Why complain? Find the positives in what it brings instead of looking down on it.  Bring back the feelings of what the library brought to you when you were a child.",4,4
4491,"Throughout history their have always been those who have refuted the beliefs and ideals of others. Whether that be in @LOCATION1 when statues were censored by removing anything deemed offensive by the @CAPS1 church or the mass burning of books to preserve ideals that could invalidated through the clear spoken text. However this in not the @DATE1, women are not looked down upon anymore, science is not dillouted, and ideas are free throughout the world with the internet. So is it the libraries fault for providing uncensored content or is the parents fault, for not educating their children on the morality of such items?     The modern library has very specific demographics for all items to which it posses. Movies over @CAPS2 attract both parents and teenagers alike, the music entices the teenagers, and the books and prior two media sources attract younger children. So how would it be fair to force a library to censor two of the things that earn the library the most money just so that kids don't read,watch or hear them. Plus libraries generally don't let young kids check out @CAPS3 rated movies or parental advisory @CAPS4.     Some people however argue that books are the most dangerous thing to children and young adults. As books can raise ideas and strengthen them in a teens mind over the course of @NUM1 pages till parents end up with an anti-sematic teen with bad view on racism. So then why would that be the fault of the library as it merely provided one book that should not have affected that teen so much, had that teen had solid moral beliefs instilled in him or her from their parents.     So if you find materials at a library offensive, or worry about your child going there, there's always an easy solution. Don't go their and don't let your child go their. However if you see the beauty in impurity that a library brings to a community and to a person as I do then don't allow the injustice to authors, songwriters, musicians, directors, and yourself occur.",4,4
3815,"In many libraries there are books, movies, magazines and much much more. Some of these items though are seen as inappropiate for certain ages. I believe though that every customer in the library should have the ability to choose what they want to read. It is up to the parents or the child to decide what they want in their heads.     Let us start with books. There are many different types of books. From scientific data about human anatomy to dragons and vampires. How can you choose a book that is deemed appropiate for you though? The answer is simple. When you are younger, your parents help you choose the right books to read and as you mature, you begin to make thoses choices yourself. It is up to you whether or not you should read a certain book.      Movies guidelines are along the same pattern. Your parents helped you choose appropiate movies in your youth. When you grow up, you learn to read about the movie, and look at the rating. If it seems to intimadating, or innapropiate, or violent, you make the choice to see it or not.      Sometimes you see offensive material in movies or books. If you dissaprove of it strongly take the dilemma to the librarian. Discuss why you think the movie/book is unnappropiate and offer some ideas on how to deals with the situation. Some suggestions could be: to remove the item from the shelf, or to write and extra review on the book, or write to the author/movie director. The simplest solution though is to just leave the offensive item alone. If it offends you, just send it back to the library and warn your friends not to check it out. Others @MONTH1 still enjoy the item even though you don't.          There are many books, movies, magazines, etc. out in the world. Some @MONTH1 be deemed as innapropiate or offensive. There are many other choices that are 'okay'. So if you don't approve of a certain book, just send it back to the library and find one you do like.",4,4
2998,"Dear news people,     I am qriting to you because I have my own answer on what people should do with books. I think it is ok for people to write whatever thay want because it's a free contruy to where you can do anything that you tink you can do. What I am trying to say is that people can write books how ever thay want with anything in it such as drugs, sex, abuse, bad language, and so on you get what I'm saying. I think it's ok to write whatever they want and put whatever it was they wrote about on the shelf. It's they person who is picking a book choose to read a book just because they don't like what the book was about they don't have to make a big deal about it and cause a problem. People can just not pick the book up and look for another book.     I don't think it's fear that people should make a big deal out of a book that they don't have to read at all it makes no since to me and I bet a lot of people would agree. If I was someone who was a aganised stuff like sex, and drugs and I saw it in a book I would just set it down and look for a book that I would agree with than causing a problem like others would. It just is not fare and it's a waist of time to me if someone has to complane about something so dumb.     So to rap this thing up I think people who don't like the way books are writen should just put it down and not worry about it and buy a book that they feel better off with reading. There is no point to waist time and cause a problem that's my oppion about this problem hope it is yours to.",3,2
4112,I think that it is should be left alone the way it is because it put that way for a reason. They might not know the reason so thats why i think it should because the person might get mad if you mess it up just cause you dont like it the way it is because it is offensive to some people. Other reasons is because people are gonna home and watch it online or on tv so how is it gonna make a difference. It is not goiing to make one difference at all.,2,2
3240,"what i think about all of this? Is that to me i really don't care because that is like who i am. And its up the parents if they want the to remove the books off the shelf if they believe that a certain material as book, music, movies, and magazing should be remove off the shelves. Also i dont think a book will ever really hurt anyone. I mean its just a book it dose not really matter.     Next, i am saying this becuse i dont really would get offensive to stuff like this argument. And also if there some stuff that kids shouldnt know about then they should  put those stuff in the adult section and not a place where they can find it easy. They shouldn't put stuff that you think children should never know about in the kids section.     Matter of fats i don't know why they should  remove stuff like movie. Becuse if they are trying to block them form kids to see they are really dumb to do that. Beause there are moive that children can watch. And some parents is not going to let their children watch a @CAPS1 @NUM1 movies, and other movie they were not to see at there ages. Unless if their parents allowe it.And that goes with the same with the music. I don't know if they have bad music in the library.I don't see rap stuff in the library.like raps @CAPS2 and other stuff like it.So this is my thought about this arguments",2,2
3603,"I am neutral on this subject because it does not matter to me whether they put new books, movies, music cds, or magazines on their shelves or if they take them off. Also it does not matter to me if I have to pay for the things that I check out from the library. Also it does not matter at all if I had to pay a late fee for the books that I checked out from the library. Also I do not care about any noises that go on in the library.     Also it does not matter to me what kind of books they have in the library. Also it would not matter to me how the library is run. Also I would not care if I had to be quiet in the library it would not matter to me. Also I would not care how long that I would stay in the library.     Also it would not matter to me if I walked or drove or rode my bike to the library. Also I would not care if the policy in the library was not the right way to run it. Also if I got kicked out of the library I would just go to another one. Finally, it would not matter to me if I got ten books or movies from the library I would not care.    Thoma",2,2
3770,"Censorship is a very sensitive topic. Everyone has to deal with censroship whether it is directly or indirectly. There have been many complaints and arguments involving the government regarding acts of censorship throughout the past. If censorship were to be equal for everyone, there would be nothing left in the world to be censored.     Censorship is a major subject when dealing with books, newspaper articles, movies, and other literary subjects. The writer or director must be able to create an interesting topic or story line while at the same time keeping it appropriate for most audiences. If everyone were to censor one piece of literature or film that offended them in a certain way, then everything in life would be censored in one way or another. No matter what, there will always be a certain situation in which one person in the world will be offended by. Censorship is wrong, especially in the @LOCATION1; the @LOCATION1 citizens are granted the freedom of speech and the freedom of press. With an understanding of these basic freedoms, one would think that censorship is against the law considering it is one of the five basic freedoms granted to @LOCATION1 citizens. Censorship is wrong because it violates at least two of the five basic freedoms granted to all @LOCATION1 citizens. There should be absolutely no censorship when dealing with books, movies, and newspaper articles, because they all deal with the freedom of speech, or the freedom of press. If the act of censorship begins to expand, everything we know today will become censored in some manner just because one person would find it offensive.      Some citizens @MONTH1 argue that censorship is a positive thing because it filters out all of the inappropriate, offensive, and derrogatory language and situations from our nation's youth, but from a teenager's standpoint, the children will find out about such situations and language use regardless. There is no point in hiding the truth from anyone, because no matter what they will find out eventually. We need to push for less censorship in the @LOCATION1, because if we want to keep our five basic freedoms of life granted to us by the first amendmant, then we need to fight back censorship and remove it completely from our society",4,4
3370,"'All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf- that work I abhor- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' - @PERSON1     If one thinks about it books are such a magical escape from everday life. They can take one anywhere they want to go at anytime. Imagine a world where books are a luxury or where they are simply not present at all.I feel as if this would become an all too real reality if we censor books.      Where would the line be drawn saying a book is unfit to be @CAPS5 or placed into circulation. This would hold the world back since we could not express ourselves through our writing. So much would be left unsaid. I believe the quote stated above is quite true. If we place censorship on one book everyone has a right to ban other books as well. Just because certain books, movies, and magazines are deemed offensive to some, does not mean they should be banned for all. No one should we withheld from a book due to age, race, gender, or any other factor.      If one has ever been prohibited from doing something due to age or size the feeling is not pleasant.No one neccessarily said anything mean or hurtful it just feels as if restritions and boundaries were set for no particular reason. I have felt this way multiple times. I remember one time in particular. I went to @LOCATION1 with a group of my cousins and their friends. Since I was the youngest I was also the shortest. I could not ride many of the rides there due to my size. I knew why those heighth requirements were set, for my personal safety. This makes sense, but why should one be required to be a certain age to watch a movie or watch a tv show. Honestly some people are more mature than others and grow up faster. Everyone is different. Everyone has a different personality and different perspective, there is no need to ban a book for everyone when we are all different. One should not be ineligible to @CAPS5 a book or magazine or watch a movie. Not wanting to is totally differnet from not getting to.       The popular book To @CAPS1 A @CAPS2 was banned at one time in the @LOCATION2 simply for using the 'n-word'. This angers many especially when one ponders how much slavery as well as the @CAPS3 @CAPS4 affected and shaped us into who we are today. America is a great nation because of the @ORGANIZATION1.Do we need to have a @ORGANIZATION1 to @CAPS5!Why should we restrict ourselves and limit our own personal freedoms?  If anything is to be banned, I believe it is censorship",4,4
3125,"Libraries have tons of books from comedy all the way to violent.Some people like reading books about war and violence while others find it offencive. No matter what the book is about people have the choice to read them or not so why should libraries have to remove books that some might find offensive? They shouldn't! Every one has different views on ideas, and not everyone is alike. If all the books that were offencive to someone where takin off the shelf, there would be no more books left.     People walk into the library and most of the time books are labled by what they are about. They walk to the section they like and pick out a book and normaly don't go to the section that they don't like. There is no reason to go to the section that they dont like becasue they wont be reading a book from there becasue they dont like it. They would just cause problems and disturb the ones that do enjoy reading those types of books. People have the choice to read a book or not so why bother even worry what other people are reading as long as they are happy with what thye have. If a parent does not want a child to read a certain type of book that is their buisness but other parents might want their child to soo what all is out there and develope their child's views on subjects.     Everyone has different views and ideas. If every one was the same the world would be boring and there would be notheing to talk about. By reading different types of books and listening to different types of music there is always somthing to talk about becasue not everyone knows the same subjects. Reading a new kind of book might even open people's eyes to what differences there are in the world. Children often times are more open to different ideas than adults are so if the books are not there for children to try and read they will never know what they like and do not like. A book a child likes @MONTH1 not be that a nother child likes or even an adult likes but that is normal, people are not the same.      If everyone took the books or music off the self that they found offensive there wouldn't be very much of anything left on the shelves. Styles are most the time oppisits, like comedy and sad books. Most poeple who would like comedy wouldn't like sad and visa-versa there fore they would take the other off the shelf so neither would have anything to read or listen to. Even with some of the best selling books poeple wonder why or how so many sold but thats just how it is. People out there like the book so if one person didnt like it all those people would never have known what that book is about and @MONTH1 have changed their life. Books can be very impactfull in people's lives and if they never read that book the change would never have been made to their life.The world goes round becasue of differences and the world becomes a better place because of different ideas. everyone cannot be the same it just would not work.      Libraries should not have to take books off the shelf just because someone found it offensive or did not like it. People have the choice to read books or not and different views and ideas are good to make things more interesting. Moreover, if everyone tooks books and music off the shelves they did not like there would not be very many books and music left. So if you run into a book or some music you dont like just ignore it, dont read it or listen to it. Things will be much simpler in the long run.",4,4
