id,text,score,score2,native_speaker
1495,"Dear @CAPS1, I agree with the experts that people spend to much time on the computer, people should be exercising, reading, or spending time with friends and family. But people are so lazy and would rather be sitting and doing something on the computer and if they dont start doing other things instead of being online they could become overweight. My first reason why people should spend less time online is because people need to exercize. Seriously people should be taking walks around the block or going to the gym or even playing a sport instead of playing on the computer all day and doing nothing and without exercising you will become overweight and lazy. My second reason why I think people should spend less time online is because you should be spending time with your friends and family not ignoring them because your doing something on the computer. Thats just rude, so why dont you go and have a family game night or go out to eat with your family and you could also watch a movie, go skating, or even go to the park with your friends because thats a lot more fun than being online all day. My last reason why people should spend less time online is because everyone should have time to just read a good book honestly just walk down to your local library and check out a book because reading is way better for your brain than doing stupid stuff on the computer. So in conclusion, in my opinion I think people should spend less time online is because if you dont get enough exercize you can become over weight and lazy, and not spending a lot of time with your friends and family is just rude and reading is very good for you unlike staying on the computer, well that is all I have to say for now.",4,4,0
1702,"Dear @ORGANIZATION1, I as a computer user, think computers are helpfull in many ways. They help get new @CAPS3. They help function machines. They help people learn new things. Computers help find and get new @CAPS3. They provide the public in another way to find a new or another job. My brother; for example, @CAPS4 went to a university there @CAPS4 learned how to become a micanic. @CAPS4 was having a hard time finding a job, (looking for me on the street) so somone told him to go on @CAPS1.com and go to ""@CAPS2 @CAPS3"" @CAPS4 did and there on the computer @CAPS4 found a good job and still works there. The computer or great way to find a job. Computers help function machines. All the machines that we have to use and had to run by hand now run by computers. That is good in someway and bad on another way. They help make more product in less time. Today more cars are being made in less time if you've seen sometimes in of cars you saw the assemble line with michanical robot hands putting them together and that is using computers. One major problem to this is many people are lossing their @CAPS3. The computer teacher people",4,4,0
21,"Dear @CAPS1 of the @CAPS2 @CAPS3 daily, I am writing you to address the issue of computers in our society today. Each day new discoverys are made from the people that use computers in our society, however many people say that computers are harmful to are communtiy. Today I am going to convince you and society that computers are not as much as on issue as some people say they are. To begin with discoverys in our nation have been advancing rapidly. Each day new discoverys are benefiting our society however they are only being made possible by the help of computers. Without computers some for dieseases would have never been discovered and more people. Would have died. Secondly, computers have also increased medical care and have been the cave between life or death. Finnaly, computers help speed up production rates of cars household neccessitys, and many more objects. Have you ever been bored at home and looking for something to do on that dark, rainy, chilly night? Yes, exactly what I thought well the new technology advances in social-networking can even help the most bored and lonelyest people and give them something to do. Even if your just looking to talk to someone you can easily do that on the internet. So you people out there looking for that special someone will always be able to look somewhere. With all the social networks like twitter, myspace, facebook, and youtube you will always have something to do. During this economic recestion it seems that finding a job is so hard, however the internet comes to the rescue yet again. The internet can help you find a job twice if not three times as fast. Many people also speed up their word by using the computer. With microsoft things are lot easier to do work that you need to make up I hope that everyone can understand how much the computer help you, rather then hurt you. @CAPS1 of the newspaper, I hope you and the rest of the community can see that computer help you more that they hurt you. Thank you very much for your time and effort that you put in to listen to me.",4,4,0
868,"@ORGANIZATION1, ore and more people use computers @DATE1, but this is not necessarily a good thing. Spendign too mcuh time on computers affects your activity level. Also. Kids are now staying up later on the compute, in turn lowering grades. Finally, spending too much time on the computer decrease the amount of time spent with friends and family. Firstly, spending too much time on the computer affects your activity level. The more time spent has on a computer, the less time a person has to do something active, like exercising @PERCENT1 of people spend more than @NUM1 @NUM2 hours on the computer per day, if @NUM3 or so hours were used to exercise or play a sport that number would decrease to @PERCENT2 according to a recent study. Doctors have said that at least @PERCENT3 of overweight parents spend most o ftheir time on the computer, thus limiting their time exercising. The amount of spent on the computer has been shown to decrease activity level and effect the number of overweight and obese people everywhere. If we want to become a healthier country, we should state @CAPS5 writing time spent on computers. Also kids now stay up later on computers and lower then grades @CAPS5 doing so. More time spent on @CAPS1 or anywhere on the @CAPS2 means less time studying, which means lower grades. Kids in spent an average of @NUM3 @NUM2 hours on the computer each day, while kids spend @NUM6 @NUM2 hours each day. A student in @PERSON2 saw their grades improve from a @CAPS3+ to a @CAPS4+ just @CAPS5 spending less time on the computer and more. That studnet also felt more because they get more computer. This tests and quizzes. Computers clearly negative effect on grades and school work. Finally, computers limit the amount of time spent with family nd friends. A student, @PERSON1, said that she, spent more time going out with friends now that computer isn't up all my time, @CAPS5 doing this, i have a better friendshhip with all my friends than before. ""A kid that uses the computer during all of the free time spends @PERCENT4 less time with friends than someone who usues it in moderation. Afmilies also suffer from this a swell. If a family member spends all their time on the computer, the other family members will have less of a relationship with them because they don't talk or do anything together an dwill likely not know what is going on i their life or if something is wrong. As you can tell, computers also have a negative effect on relationships with family and friends. The overuse of computers does nnot benefit society. They affect a persons activity level, students grades and most importantly a persons realtionships with family and friends. In oredr to ake our country a better and healthier place, we must the time spent on computers.""",6,6,1
263,"Dear @ORGANIZATION1, @CAPS1 minute of the day - millions of computer users around the world hop onto their laptops or desktops, but is it always a good thing? The question has been raised if people spending alot of time on computers is a bad thing. Computers are a bad thing because people spend too much time on them and lose quility time with friends and family. The dangers of online interaction, and the risk of having your information stolen. Countless people around the world face these problems everyday and computer usage should be lessened. Whether teens, kids, or adults are gaming, on websites or typing essays people around the world spend way too much time on their computers. For example, of the @PERCENT1 of people who have computers with online access @PERCENT2 of them spend @NUM1 hours a day on them. This is about @NUM2 billion hours of computer usage around the world. Children and adults alike have lost face time or interraction with other human beings face to face. Before computers kids played outside running and playing around. While in present day less than @PERCENT3 of all children get at least one hour of time outside. Computers are not a bad thing, but its is when they are over used they become hurtful to kids health. These facts have not just contributed, but they are almost the cause of obesity in the world. Computer usage needs to be cut down to size if we are to solve these problems. The additon of online chat to computers has not only increased computer usage but doubled it. The invention of @CAPS2, and instant messaging was never meant to be a bad thing, but it sure did turn into one. Online chat allows people to send hatefull and vulgar messages to their enemys without showing their face. In some cases some teens were harrased online so bad they committed suicide. Another bad thing about @CAPS2, or @CAPS3 is that dangerous criminals can hide behind their computers and lure children or teens to a meeting place where they can be kidnapped. @NUM3 out of @NUM4 users of online chat was lured by a criminal to a "" meeting place"" and was kidnapped and never seen against last year. Most of these victims do not return or are found. Although the invention of chat online was meant as quick easy communication it became a horror crime in most cases. Millions even billions of dollars have been stolen by internet hackers. These hackers break the security codes and buy things online using other peoples money. Four out five people admit to having multiple sites with personal information on them and @NUM5 out of those four people have had at least one account hacked. This problem continues to grow and hackers feed off of weak sites. If this problem continues to grow the whole world will be bankrupt. These hackers know who you are, your family, your personal information, and where you live. Internet usage needs to be cut down to sites. If we do not then usage will increase, there will be no chat problems and peoples money will get stolen.",5,5,1
1362,"Dear Local Newspaper, @CAPS1't you agree that computers should be limited or often not used? Recently, it has been brought to my attention that computers have a negative effect on society. Without a doubt, I firmly believe that computers should be a hobby not an addiction. People spend to much time on their computers and less time exercising and interacting with family and friends. Most teenagers are involved with cyber-bullying which takes place on computers. People spend to much time on their computers and less time exercising. I can remember when my step mom @PERSON1 was a size six in the waist. @PERSON1 would exercise everyday after work for two hours. This all changed when my dad bought her a lime green, @ORGANIZATION1 @CAPS2 laptop for her birthday. @PERSON1 quickly became addicted to @CAPS3 (computer game) and began to cut down on her exercising routines. Six months later, when she went to a doctor's appointment she found out that she gained more than ten pounds. @PERSON1 is now a size fourteen in waist. Studies show that @PERCENT1 of people gain weight because they cut down on exercising so they can have more computer time. Most people spend to much time on their computers and less time interacting with family and friends. This reminds me of my step dad @PERSON4. When @PERSON4 gets home from work he usually goes straight to the computer instead of having a conversation with the rest of the family. He gets angry when @PERSON2 (@NUM1 years old) bothers him because he wants to play. @PERSON4 is usually online. From three o'clock till ten o'clock playing chess with strangers from all over. What he doesn't know is that while he is building relationships with strangers he is breaking the bond between him and his loved ones. @PERCENT2 of teenagers are involved with cyber bullying. This reminds me of my cousin @PERSON3. Last @DATE1, @PERSON3 became a member of @CAPS4 @CAPS2, iTrouble quickly began to find her. In other words, girls from ages thirteen to twenty began to send her threatening messangers. No later than a day when @PERSON3 was walking down the street a gang of girls jumped her. However, she survived the brutal attack and deleted her @CAPS4 account. In conclusion, without a doubt, I firmly believe that people shouldn't spend to much time on computers. My three arguments are cyber-bullying, less exercise and less interaction with family and friends, @CAPS7 take my suggestion seriously and bann computers.",5,4,1
760,"Computers are great, they can help you with anything you need. You can shop on then, pay bills, even book a flight to go on vacation, but people are spending too much time on them. They should only spend a certain amount of time on them and not all day. Many people are spending more than enough time on the computer People ran often stay on the computer for hours and not even relize it, they stay up all @TIME1 doing work, or playing games. @TIME1 a while it will eventually take a toll on the body. Because @CAPS2 you are on the machine all day then you are using little to no energy at all. So then you spend @CAPS1 nights in bed tossing and turning. Then that leeds to feelings horrible in the @TIME2, @CAPS2 you do it @TIME1 it is going to have a bad effect on your body. I believe that people who spend all their time on the computer will eventually get overweight. @CAPS2 you are sitting in a chair all day then you get no exercise what so ever. Then when you eat you don't burn off the calories so that leeds to people gaining wait and becoming over wait from that your body becomes very unhealthy and will most likely leed to health issues. When people are on the computer they end up ignoring nature. They miss out on being in the wonderful warmth of the @CAPS3 @CAPS4, or going out and playing in the snow and making @CAPS5, forts, or having a @CAPS6 fight. They even miss out on just going outside and talking a walk the reason is because they are @CAPS7 @CAPS8 inside their house with their fare glued to the computer. Being on the computer takes a lot out on the body. It can cause health problems and even problems in general. So people should just spend a part of their day on the computer. The other part of the day they should be outside, walking around, maybe playing with pets, children or friends. As long as they're out of there chair and not on the computer and getting some exercise.",4,5,0
1545,"Dear @CAPS1 @CAPS2, I am aware that many people are stateing that people spend too much time on computers and not getting enuff exercise well I have that their are a lot of people useing computers and they are gettiing enuff use. Im going to explane why within the most few paragraphs. First I would like to start off by saying its good that people are into computers and working with them because that books their learning activities and they learn new thinngs and it will help them be sucessfull in life, people play games, cross word puzzles, riddles, and many more. Same use the internet for ingredence, car parts, ect. Next, useing computers is very helpful to the human race because it will effect students school, parents/guardians/teens. It will effect and lots of schools are useing computers now and exspecialy students to do their. It effects parents, beca use it will sucess them in life and help them find jobs, with their jobs. Finally their getting enuff exercise because their going to bed, their eating, they go to school, work, or do something for the day that involves walking. Nobody just sits home and does nothing those days. Theirs always something to do or a place to go. Well I hope you think about what I told you and take it into consideration. Thank you for your time, and just remember your job is done on computer too.",4,4,0
148,"I belive that computers benifit our society for many reasons. Computers have been around for many years now and everywere you go you usualy see one. That must meen people love then. These are so many uses and fun expeirences you can have with a computer. Computers make people happy and that makes for a better society because it is happier. they make people happy because you can play games like tetris, @CAPS1, and even cards. Compuer games make people happy because when ever they are bored and does nothing going on you can hop on the computer and play a game. Some of the awsome games featured on a computer are @CAPS1, cards, pinball and other great game. The computer makes for a happier home because as soon as kids get home from school they use it for games or chat with freinds. Another reason computers benifit society is because you can now pay bills and buy hings from the internet. When you pay bills or buy things over the internet have is no need to go out and waste money on gas so it makes people very happy when hey save money. It also saves on polution because if a car isn't going out there is less so computers are also saving society as well. My last reason that computers benifit society is they can make you smarter and make you do better in school by learning about often people or cultures. For example on my last research project for social studies I used the computer and got an A. this made me happy so in effect it makes society happy. Now you have my reasons why computers benifit the society. They make us happy, made us smarter, and make us a better society for it. I love computers and everybody else should too.",5,4,1
756,"Dear local Newspaper, I am writing this to let you know that many people are spending to much time on computors rather than enjoying nature. People say advances in technology believe that computers have an effect on people in such a way of saying. Many people showed on as is say can use the computers but to remember to think about nature what nice things it has in store for us. Im going to saying that experts are right that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends. Im thinking that in some points many family members and friends see then other relative person on companion so much on the computers it's like if they are thinking maybe they don't care anymore. Caring about nature and your loved ones is such a great thing. @PERCENT1 of my friends agree with me when I say that people should be less on electronic devices because that can effect your brain or maybe your eye sight (eye vision.) @CAPS1 more and more people should lay off it. @PERSON1 of yale university has conducted extensive reaserch and proven that many computers that are being used by people can be damage of using it every time. I strongly agree with him that there should be a time limit on something to let them later on have the spaare time to enjoy and have fun with nature but something different such as to enjoy listening to soft music. I know you will agree with me when I say that maybe people should spend less time effecting themselves. Whatsoever im hoping from you to agree with my position so this can be possible to break this habit of going on computers and having no time for your family and friends is not such a to start off with.",4,4,0
1472,"Dear @CAPS1, The computers that are being used, do have a positive effect on people. For example, there's better communication with friends and family, you get instant news on any topic, and you get advanced education. Imagine if no important business was trying to be in contact with you by cell phone, but you missed the call. No worries the person no contact you by a simple email. Computers are also a positive effect because if you have a facebook, or other interacting werbsites, you know what's going on in your friends life all the time without having the to by reaching them all the to see how they are doing. Every adult watching the news at night before they go to bed to see what has @CAPS2, what if you went to bed early. How would you know what happened? That's when you would go online and check what you missed, you could've missed out on what happened in @LOCATION2 and @LOCATION3, or missed out on the wars to the @LOCATION1, or even tragedies that happened right near you. Not only will you have better communication and the news at the top of your fingers, but you will also have advanced education. If a student is doing a science project, but the work doesn't contain all the information the can The internet is a way to expands education. Also, there are and various more. Therefor, computers do have a positive effect on people you can stay communicated, updated with the latest news and have an advance education ",4,4,0
977,"Dear Local newspaper, @CAPS1 opinion is yes people are on the computer to much. I have @NUM1 good reason why I think people are on the computer a lot. @CAPS1 first reason is people are losing time. Second not that much engry. Third you just spending your life on the computer keep on reading why I don't agree that it befits society to people. People losing time to have fun. They do have any time for friends family, pets, and scuh more. It mostly adicaution to go on website like facebook, myspace, @CAPS2, and such more people just need to get off the computer and have fun outside. Mostly people dont really get that much engry. Some people are always inside they just need engry. Fresh our will help that maybe going to the gym or jog outside for a while. Being inside isnt really good for you. Just being inside just make you kinda gang weight. And then you wouldn't have anytime with your friends, and more only if your inside like always. Fineally you spend all your time at home being computer. And you don't have anytime, engry and such more. YOu spend all your time inside computer cool technology but you don't need to be on it @NUM2. You just have time for friends and family. Now you know @CAPS1 opinion why computers are benfit society. People are losing time and everything. People dont have anymore engry. And your spend all your time on the computer. Bye for now.",3,4,0
1573,"Dear @CAPS1 @CAPS2, @CAPS3 are you? As for me I am fine. I am writing this letter to explain to you why you should believe that computers have a positive effect on people. The reasons why I am writing this letter is that people could contack with friends and families from far-away places, computers helps you leran more about different parts of the world and also computers helps people understand and learn more about life. That's why I believe you should believe that computers have a positive effect on people. First of all why I believe that computers have a positive effect on people is that people could contack with friends and families from far-away places. An example to support my reason is that people from all parts of the world have families different places. And they cannot have a good contack with them. But if they go on the internet they could their friends and families and chat with them. This shows that if you live in the @LOCATION2 and you have a friends that live in @LOCATION1 you could have a with I have families that lives and @LOCATION1 and it is hard to them. But when I am on the computer I can chat with them and have a fun time. This shows that you need a computer to catch up with friends and family. That's why I believe that computers have a positive effect on people. Second of all why you should believe that computers have a positive effect on people is that computers helps you learn more about different parts of the world. An example is that if you don't know anything about a country or a place you could go on the internet a research and learn more about that place. This shows that computers is important to have. Another example is that when I have a project or a essay and I don't know about it. I could go on the computer and look it up. And by doing this it will help me on my project or essay. That's why I believe that computers have a positive effect on people. Finally why I believe so is that computers helps you understand and learn more about life. An example is that if you don't know if something is right or wrong you could look it up and it @MONTH1 help you. This shows that computers can give advices. Another example is that computers could give you an idea on what to do. If you are trying a new resipie and you are not sure on @CAPS3 to make it. And it will give you the inderigant and direction to make that food or snack you want. That's why I believe that you and all others should believe that computers have a positive effects. In conclusion why you should believe that computers have a positive effect is that people could contack with friends and families, computers helps you learn about different parts of the world, and also computers helps you learn and understand more about life. I would hope you read and reread this letter and consider about believing that computers have a positive effect on people. That's why you should believe that computers have positive effect on people. ",5,5,1
283,"Dear Newspaper @CAPS1, I am writing a letter to you saying that I think its a bad idea for you to make kids stay off of computers because it does teach kids something, it good to do homework on and you can relax when your on it. Well computers teaches kids a lof of things like hand-eye coordination. If kids want to work with computers when there older they can learn new to work with it. There is also websites that can show you how to move yor hands when using a computer. Well when kids come from school always have homework, @CAPS2 you need to do it on the comptuer so if you couldn't use computers it would be hard for kids to do there homework. So when they go to school and the class tells the teacher they dont have computers what are they going to do. So when I get out of school and I had a very long day. I go home do my homework and go on the computer and listen to music to relax. If you guy were to take computers away every one would be grumpy all the time. That is why I think you should keep computers and not exercise as much. We get enuf of that in school carry all these heveay books around.",3,3,0
1098,"Dear local newspaper, @CAPS1 are several reason how computers have effect on people. My position is to convice the local newspaper why certain people @CAPS2't and @CAPS3 use computers. People getting caught up on the @CAPS4, or people not having enough money to explore the world, so they just be on the @CAPS4. In effect, people @CAPS2't waste their time on the @CAPS4 because you will get caught up. For example, my friend @PERSON1 stay on the computer more than @NUM1 hours. He tells me that his on a @CAPS5 line, hooking up with other people. He for gets about everybody. He's so on the @CAPS4. He stop going school, he gaining. Now he just a nobody. He just sit in front of his computer and do nothing. I feel like he just threw his life away just for some stupid @CAPS5 line. @CAPS8's not hard to find another in our city. @CAPS8's alot of beautiful young lady's out here to explore. Similary, people @CAPS2't waste their time on the @CAPS4 because you start losing time. For instance, you spend less time exercising, enjoying nature, and interacting with family and friends. People stop losing their focus on important, and start paying attention on other things like the, was a great person. She was so successful. She make tons of money. Until she start losing her her job. She stop cause she was so stock on facebook. Facebook is like a place for a friend @CAPS6 you could meet other people from different @CAPS7 you could just find people to date on that website. Facebook turn her life around. I remember her telling my mom how her life is so mess up now. How she got fired, how she don't pay her bill, and how she moving into a. Sometimes websites make lose focus on important thing in life. Consequently, certain people @CAPS3 use computer because the @CAPS4 help you with certain things. In summation, @CAPS8 help you find hotel or trip to go on with your friends or families. I love being on the @CAPS4. One time I sign up for this website that was called myspace. For moment I did got caught up on @CAPS8. Continue line.",4,5,0
71,"Computers have helped people tramendisly over the past years. Thanks to computers scientist have found cures for desesse, jobs have become easier . I believe that computers have a baseline effect on people. Because they educate people with their jobs, and give people a chance to talk to people having to pay for anything. If someone to a country that they have they might go on the computer to learn more about that country and their culture. Another thing they might do @CAPS1 go to a website that could help them find affordable . If a child @CAPS1 doing a report about a country in @LOCATION1 thay can go on the computer to find out facts on that country. Computers educate people about about places all over the world, you can go on a website that has videos and written sheet clips about what has been goin on around the world and learn about current events. My grandmother would tell me stories about @CAPS3 @CAPS4 before they had computers, now my dad works on @CAPS3 @CAPS4 and he tells me stories about his day. when you compair the two different decades it saids like computers help out a lot within @CAPS3 @CAPS4. Before computers stores would have to do math in their pad when they were giving change back to people, now people save by punching in the numbers in the computer. I think the computers have helped people with their jobs. When you talk on the phone to someone it costs you money. When you just want to see someone I'l costs you money to get on a phone . with computers you can , or onstant message people with any costs. If you want to see a friend for her @CAPS9 but dont have the money to fly halfway around the world to see her you can vidieo chat with her. Computers help people save money by talking on the computers with friends, family and even co-workers. Computers have been very helpful ever since they were invented. They help people learn about places all over the world and about anything you want to learn about. They also make jobs and work easier and also help people save a lot of money by talking to people on the computers insted of on the phone. Computers have improved demastrecly over the years, the screens use to be so small and you would have to press all these buttons just to open it up and now computers can be as big as a flat @CAPS10 and can turn them on with just a push on a button,, Who knows what computers will be like @NUM1 years from now?",5,5,1
609,"Dear Newspaper, I think Computers are a good effect in our lives. Some of the reasons why I say this is the good to use when researching has fun games and activities, and they keep you in touch with long distant reletives. First if you just been given a assignment for school or work you @MONTH1 have to type and research on what ever topic a computer is a great source of knowledge if researching something or even checking your bills, @CAPS1, Computers are fun they have lots of games and activities for you to play and do. Just think you sitting in the house on a rainy day bored out you mind and have no thing to do. Just go on your computer and play some game or just find some activities you whole family could do. Lastly, Computers are good to stay in contact with long distant family members these days all you have to do is get a web cam and hours it up to your computer and now its they our grandma, grandpa, cousin, and uncle, or who ever is right there you can talk to them like you were on the phone with no cost. In conclusion, as you can see after all I wrote computers, are good for researching, playing games or doing activities, and staying in touch with family I @CAPS2 in my house the computer is mostly used for the web cam to see my grandma in @LOCATION1. Well I hope this letter changed you oppinion on this great invention, the computer.",4,3,0
459,"Dear @ORGANIZATION1, In my opinion computers are wonderfull to the society in many ways. They can keep memories we cant keep forever like @CAPS3, @CAPS1's, and type letters. Computers also can give you dieting tips and advice from live locals. But, important of all of it, family that you miss can talk to you for hours without a phone bill. To begin, computer can give you @CAPS2 tips on things you didn't know, so it can also be a learning center. For example: your extremely stresed out because you have a huge paper to do but have no facts, there are a millions websites you could go to find your answers on. The next day you get your paper back and theres a A stamped right across it. Another @CAPS2 thing about computers is that you can talk to your family members all the way in a different city, town, state, or even content! you @MONTH1 miss them alot but you can always see them to them or type to them to let that sad feelings melt away for a little bit. Every @NUM1 in @NUM2 americans say missing or not seeing a family member is like letting a little piece of your heart fall off. Everybody knows what its like to have a memory that you could never forget:  but what about those little memories that @CAPS3, websites, and written work seems to slip away from the brain. Computers save all of that so the ""I know its to its like to loose its like a little part of life that you have lived walks always"" exclaims @PERSON1 who could This is exactly why computer in many ways. I hope you are @CAPS2 for the mind, tips and family.",4,4,0
1733,"I think that computer are a good benefit for people because those who support advances in technology believe that computers have a positive effect on people. For example, they teach hand-eye coordination, give people the ability to learn about faraway places, people and even allow people to talk with other people. My first reason, is that important people around the world used computers to have a better future on life. The people that use computers have important jobs. For example, a judge, an enginere, a lawyer, an archytecht, a scientist, an archeologist etc... This is why I think that computer are helpfull for people. My second reason, is that computer could be helpful with kids because computers could help kids get better grades at school. It could help develop a smarter brain in many ways. The first way that it could help develop a smarter brain is reading a lot on the compute. It helps by knowing the meaning of new words. I helps you speak correctly and clear. That is why I think that computers help develop a smarter brain. My third reason is that it help adult connect to different places at the world. That could be a hobby for adults that does not have something to do could have a good time. My conclusion is that with computer you could have a better life. Computers could help you get a better future.",4,4,0
1486,"Dear @CAPS1 @CAPS2 @CAPS3, I understand that more and more people use computers, and that can have a good side and a bad one. Do you go on the computer for hours every day? That could be bad. I believe computers are good thing, but only if they are used properly. Hopefully when I'm done, you'll see where I'm coming from on this matters. Everyone is on the computer these days. The problem is, many people are on way too much. They say they are working on hand-eye coordination, but in reality they are wasting away their lives on a chair. They do not communicate as much with the rest of the household and that does not make a big, happy family. They say they are getting important information, but in truth, they might just be getting false information and viruses. Bad people are out there, and one might hack into your computer and ruin your day. Things like @CAPS4 @CAPS5 and @CAPS6 could have people that want to find out all about you so they can hurt you. Yes, being on the computer definitely has a bad side. But there is a good side as well. That is, as long as you are not on too much. It does improve hand-eye coordination, if you play the right games. And it can teach you things, too. Many websites have true information about place or things so you don't need to see it to know about it. You can be helpful. It is also an easy way to purchase items. You can just order them. Most importantly, you can have fun. So, what is your side on this argument? Do you think way too many people are on the computer. Or do you think computers can be great, as long as you're careful? I, for one, pick the latter one. What about you?",4,4,0
470,"Dear @ORGANIZATION1, This leter I am writing to you is about how computers affect people. I am concerned about computers use in our society because people that spend too much time on the computer spend less time outdoors, exercising, and with family and friends. Let me tell you modre about it... As stated in the paragraph above, one reason I am concerned about computer use is that less time is spent outdoors.""Everyone, young or old, should get outside for some fresh air for at least @NUM1 minutes everyday,"" @PERSON2. Using the computer could limit this time, and that probably isn'@CAPS1 healthy being in the house all day. A second reason @CAPS1 worry shout over- usage of computers relates to the first reason. Too much time on the computer limits the amount of exercise you get everyday. ""People should exercise an hour a day to stay healthy,"" ssays health expert @PERSON1,"" however @PERCENT1 of people don'@CAPS1 because of computers."" this happens often especially if you are playing a fun game with many levels. You plan to play for @NUM2 minutes, but the @NUM2 minutes turns into @NUM4 minutes, which @MONTH1 even turn into an hour! I know still @MONTH1 be hard to understand why I'm concerned about using computers, @CAPS2 I have one more reason. My final reason in this letter of why I don'@CAPS1 like over using computers is that it limits the time that can be spent with family and friends. How of you can see your family and friends on the computer using a webcam. But it's not the same as spending quality time. ""Friends come and go and you and your family won'@CAPS1 live forever,"" says therapist @PERSON3"", @CAPS2 motor the best of that you have."" there won'@CAPS1 be many if you eyes are glued to the computer screen. As you can see there reasons why I am concerned about people spending time on the computer. There's less time to exercise enjoy nature and interact with family and friends. I hope you take this into concideration.",4,4,0
1320,"Dear @CAPS1 of the @LOCATION1, @CAPS2, a majority of the @ORGANIZATION1 population will use any type of computer at least once a day. Our society has been around computers so often that some peole will find it hard to even live without them. Computers have become something that people depend on. This, however, is something to take as a concern. when people are dependent on computers too much, they loose valuble skills that the once possesed and they spend less time, outside exercising while also loossing touch with famly and friends. It has become near that computers have become along part of peoples lives. Computers posses the ability to do certain human tasks that seem hard for us to do. Before the computer age, it was a lot more difficult to find information on a topic or place. We used to have to use encyclopedias or find books on those topics. Sometimes we would even have to travel to a place and learn about it. Today, however, people use technology to find this information. You @MONTH1 be thinking, "" @CAPS3, how is this a bad thing?"". The reason it is a problem is because people have begun to loose the ability to use books like encylopedias and atleses or even simmple maps. Once, most of the population could use these tools to help find their way through information or a place. I know from experienc, that I can barley look at a map and find where I am. We have become too dependent on @CAPS4's and computers, which in turn makes us forget valuble information. What would happen if someone got lost and they didn't have a working @CAPS4 or signal on their phones. They would get lost and not know how to read a map. As you can see the human population has because too dependent on computers. Additionally, people all around the world have become addicted to the internet. Facebook, @CAPS6 and even @CAPS7 baseball have become an addicting activity that people consume all of their time with. When people begin to spend hte majority of their time on these websites, they will in turn get less excersise, and become more distant from family and friends. Mostly teenagers have this problem. If you took a survay of the number of students who have a facebook account or @CAPS6, you would probably get the majority. Having an account like this is said to be addicting. Students, parents and everyone in between will find troubles later on because of this. America is one of the leading nations with obesity. Has anyone stopped to think that maybe people spend too much time on these websites to get any excersise? If the internet wasn't such a big thing it is now, I bet you there would be less overweight people. but not only do people become overweight, they will end up more and more distant from family and friends. My own sister spends so much time on her laptop that my parents had to take it away. Once, the only way for us to really talk to her through facebook. As you can see, computers can be a dangerous thing. think of all the people who you know that spend multiple hours on the computer. You can probably thnks of quiet a few. Computers are an addicting thing that can cause less excersising and less communication which is proven to support a healthy life style. Also when people use computers too much, they loose valueble skills. Remember this next time you are someone you know sits down at a computer for a long time. You can help them.",5,6,1
1245,"Dear @CAPS1, I have recently heard over @CAPS2 @NUM1 @CAPS3 that that people believe comuters have different effects on people. To the past computers have caused problems with the human body. Amny @CAPS5 are becoming to on computers. So in my question I believe computers have a neagtiove on. First of all computers have caused @CAPS5 to not exercise and become unhealthy. @NUM2 out of @NUM3 @CAPS5 have said they are their @CAPS5 are spending to each time on the computer. @CAPS5 need to realize that sitting on a computer @CAPS4 is a danger to their health you don't want you @CAPS5 to have eye problems in the do you? To the to be on the computer to much and just for work, but for playing games I realize enough I need to stop and go out and exercise to keep well-balanced health @PERSON1 says, ""@CAPS4 technology increases the more and more people we have given glasses too."" @CAPS5 need to make changes to what they do during the. So @CAPS4 I somputers because @CAPS5 are not become unhealthy. My people do not spend @CAPS4 much time with family and friends. In the pase my mon used to yell at me. @PERCENT1 of people believe is very important did you know that. Computers keep your divorce could have from computer. People need to within families because it decrease interaction with. My last reason is that people are not. @NUM4 ot of @NUM3 people enjoying nature you a chance to express your thought. Many people need time to think about what is happening in their life and they cannot do this our internet. TO the past stressed because I never had a to just relax and think about things I computer doing something or homework. @PERCENT2 of people who have to much going life believe that they. Do you now see that nature can be helpful? So @CAPS4 you can see computers have a negative effect because people don't get enough time to enjoy nature. To conclusion I believe computers have a huge negative effect on people. The reasons why be people would be less active, people will not interact @CAPS4 well & people enjoy nature. So I strongly you to vote being a negative effect.",5,5,1
1479,"My oponion is computers should be used for many different purpuses. One reason is chating online with friends and family. Another reason is that if you are going far away and you know someone that can give you directions to where you are going then you can chat with them as they give you directions to where them as they give you directions to where your heading. Another reason is if you have family that does not live with you and you can't go an see them then you can chat with them. Another rwson is that of your going somewhere and you don't know the weather for the next day then you can go online and find out what's the weather for that day. Also if people really want to exercise then they can go on there computer and go to youtube and od exercise from there computer. Also if you want to see the @CAPS1 then you can search it on your computer to see what's going on. Lastly if you don't think it's rite for people to have computers then you should try to get one to see how much stuff you can do with it. You will be amazed. This is my reason why people should have computers to enjoy while chating, watching @CAPS1 and many other stuff that you can't probably imagine. Also, maybe kids should not have computers but they can get one when they get older. Also, if kids need to search from school then they can also do that there are many reasons why people should get computers. That my my opinion about why people should have computers.",3,4,0
